assembly_id,contig_id,contig_len,plasmid_id,plasmid_name,strain,query_length,ref_length,overall_percent_identity,query_covered_length,ref_covered_length,covered_intervals,query_intervals,subject_hit_coords,query_coverage_percent,call_method
URI112H,contig_25 [gcode=11] [topology=linear],966,gb|CP094585.1|,cp32-5,B379,966,30637,100.0,965,965,"[(29411, 30376)]","[(1, 966)]","[(29411, 30376)]",99.89648033126294,wp
URI112H,contig_26 [gcode=11] [topology=linear],956,gb|CP001494.1|,lp36,94a,956,28234,99.52718676122932,844,422,"[(27795, 28217)]","[(1, 423), (534, 956)]","[(27795, 28217), (28217, 27795)]",88.28451882845188,wp
URI112H,contig_27 [gcode=11] [topology=linear],946,gb|CP094585.1|,cp32-5,B379,946,30637,100.0,945,945,"[(18695, 19640)]","[(1, 946)]","[(19640, 18695)]",99.89429175475686,wp
URI112H,contig_28 [gcode=11] [topology=linear],926,gb|CP017203.1|,cp32-8,B331,926,29892,100.0,925,925,"[(2101, 3026)]","[(1, 926)]","[(2101, 3026)]",99.89200863930886,wp
URI112H,contig_29 [gcode=11] [topology=linear],914,gb|CP094584.1|,cp32-3,B379,914,30263,100.0,913,913,"[(17987, 18900)]","[(1, 914)]","[(17987, 18900)]",99.890590809628,wp
URI112H,contig_3 [gcode=11] [topology=linear],53893,A20_B31_lp54_ParA_X,lp54,A20,53893,250,100.0,749,249,"[(1, 250)]","[(39518, 40267)]","[(1, 250)]",1.3897908819327185,pf32
URI112H,contig_30 [gcode=11] [topology=linear],908,gb|CP094581.1|,cp32-11,B379,908,30287,100.0,907,907,"[(16403, 17310)]","[(1, 908)]","[(16403, 17310)]",99.8898678414097,wp
URI112H,contig_31 [gcode=11] [topology=linear],870,gb|CP094584.1|,cp32-3,B379,870,30263,100.0,869,869,"[(27829, 28698)]","[(1, 870)]","[(28698, 27829)]",99.88505747126436,wp
URI112H,contig_32 [gcode=11] [topology=linear],832,gb|CP002314.1|,lp28-3,JD1,832,28797,99.27884615384616,830,414,"[(28383, 28797)]","[(1, 416), (417, 832)]","[(28383, 28797), (28797, 28383)]",99.7596153846154,wp
URI112H,contig_33 [gcode=11] [topology=linear],805,gb|CP094587.1|,cp32-7,B379,805,21166,100.0,804,804,"[(5223, 6027)]","[(1, 805)]","[(6027, 5223)]",99.87577639751552,wp
URI112H,contig_34 [gcode=11] [topology=linear],769,gb|CP001264.1|,cp32-3,156a,769,30280,100.0,768,768,"[(16360, 17128)]","[(1, 769)]","[(16360, 17128)]",99.8699609882965,wp
URI112H,contig_35 [gcode=11] [topology=linear],705,gb|CP094585.1|,cp32-5,B379,705,30637,99.7163120567376,704,704,"[(14950, 15654)]","[(1, 705)]","[(15654, 14950)]",99.8581560283688,wp
URI112H,contig_36 [gcode=11] [topology=linear],697,gb|CP094581.1|,cp32-11,B379,697,30287,100.0,696,696,"[(17311, 18007)]","[(1, 697)]","[(18007, 17311)]",99.85652797704448,wp
URI112H,contig_37 [gcode=11] [topology=linear],645,gb|CP094581.1|,cp32-11,B379,645,30287,100.0,644,644,"[(18764, 19408)]","[(1, 645)]","[(19408, 18764)]",99.84496124031008,wp
URI112H,contig_38 [gcode=11] [topology=linear],607,gb|CP001264.1|,cp32-3,156a,607,30280,100.0,605,605,"[(1497, 2102)]","[(1, 606)]","[(1497, 2102)]",99.67051070840198,wp
URI112H,contig_39 [gcode=11] [topology=linear],593,gb|CP001264.1|,cp32-3,156a,593,30280,100.0,592,592,"[(3033, 3625)]","[(1, 593)]","[(3033, 3625)]",99.83136593591904,wp
URI112H,contig_4 [gcode=11] [topology=linear],44674,RS07790_JD1_JD1_lp38_ParA_X,lp38,RS07790,44674,245,100.0,734,244,"[(1, 245)]","[(13188, 13922)]","[(1, 245)]",1.6430138335497158,pf32
URI112H,contig_40 [gcode=11] [topology=linear],501,gb|AE001580.1|,cp32-8,B31,501,30885,100.0,500,500,"[(1494, 1994)]","[(1, 501)]","[(1994, 1494)]",99.8003992015968,wp
URI112H,contig_41 [gcode=11] [topology=linear],500,gb|CP001264.1|,cp32-3,156a,500,30280,100.0,499,499,"[(3626, 4125)]","[(1, 500)]","[(3626, 4125)]",99.8,wp
URI112H,contig_42 [gcode=11] [topology=linear],463,gb|CP001264.1|,cp32-3,156a,463,30280,100.0,462,462,"[(14554, 15016)]","[(1, 463)]","[(14554, 15016)]",99.78401727861772,wp
URI112H,contig_43 [gcode=11] [topology=linear],454,gb|CP094585.1|,cp32-5,B379,454,30637,100.0,453,453,"[(17374, 17827)]","[(1, 454)]","[(17374, 17827)]",99.77973568281938,wp
URI112H,contig_44 [gcode=11] [topology=linear],450,gb|AE001578.1|,cp32-6,B31,450,29838,100.0,449,449,"[(18169, 18618)]","[(1, 450)]","[(18169, 18618)]",99.77777777777776,wp
URI112H,contig_45 [gcode=11] [topology=linear],448,gb|CP001266.1|,cp32-12,156a,448,30652,100.0,447,447,"[(15598, 16045)]","[(1, 448)]","[(15598, 16045)]",99.77678571428572,wp
URI112H,contig_46 [gcode=11] [topology=linear],425,gb|CP094581.1|,cp32-11,B379,425,30287,100.0,424,424,"[(18339, 18763)]","[(1, 425)]","[(18763, 18339)]",99.76470588235294,wp
URI112H,contig_47 [gcode=11] [topology=linear],420,gb|CP094584.1|,cp32-3,B379,420,30263,100.0,419,419,"[(29253, 29672)]","[(1, 420)]","[(29672, 29253)]",99.76190476190476,wp
URI112H,contig_48 [gcode=11] [topology=linear],413,gb|CP094584.1|,cp32-3,B379,413,30263,100.0,412,412,"[(29673, 30085)]","[(1, 413)]","[(30085, 29673)]",99.75786924939467,wp
URI112H,contig_49 [gcode=11] [topology=linear],408,gb|CP031411.1|,cp32-5,MM1,408,21898,99.50980392156865,407,407,"[(17134, 17541)]","[(1, 408)]","[(17134, 17541)]",99.75490196078432,wp
URI112H,contig_5 [gcode=11] [topology=linear],30725,RS01500_JD1_JD1_cp32-8_ParA_X,cp32-8,RS01500,30725,246,100.0,731,243,"[(1, 244)]","[(26329, 27060)]","[(1, 244)]",2.3791700569568754,pf32
URI112H,contig_50 [gcode=11] [topology=linear],398,gb|CP094584.1|,cp32-3,B379,398,30263,100.0,397,397,"[(28699, 29096)]","[(1, 398)]","[(28699, 29096)]",99.74874371859298,wp
URI112H,contig_51 [gcode=11] [topology=linear],387,gb|CP002306.1|,lp28-1,JD1,387,24354,98.83268482490271,256,255,"[(23012, 23267)]","[(1, 257)]","[(23012, 23267)]",66.1498708010336,wp
URI112H,contig_52 [gcode=11] [topology=linear],365,gb|CP002233.1|,lp28-5,N40,365,26642,92.75956284153006,727,730,"[(15705, 16069), (23223, 23589)]","[(1, 364), (1, 365)]","[(15705, 16069), (23223, 23589)]",199.1780821917808,wp
URI112H,contig_53 [gcode=11] [topology=linear],338,gb|CP094585.1|,cp32-5,B379,338,30637,99.70414201183432,337,337,"[(29073, 29410)]","[(1, 338)]","[(29410, 29073)]",99.70414201183432,wp
URI112H,contig_54 [gcode=11] [topology=linear],315,gb|CP001492.1|,cp32-7,94a,315,30433,100.0,314,314,"[(1182, 1496)]","[(1, 315)]","[(1182, 1496)]",99.68253968253968,wp
URI112H,contig_55 [gcode=11] [topology=linear],314,gb|CP094586.1|,cp32-6,B379,314,30642,100.0,313,313,"[(30052, 30365)]","[(1, 314)]","[(30365, 30052)]",99.68152866242038,wp
URI112H,contig_56 [gcode=11] [topology=linear],299,gb|CP002233.1|,lp28-5,N40,299,26642,100.0,298,596,"[(16374, 16672), (23895, 24193)]","[(1, 299)]","[(16374, 16672), (23895, 24193)]",99.66555183946488,wp
URI112H,contig_57 [gcode=11] [topology=linear],285,gb|CP001264.1|,cp32-3,156a,285,30280,100.0,284,284,"[(20421, 20705)]","[(1, 285)]","[(20421, 20705)]",99.64912280701756,wp
URI112H,contig_58 [gcode=11] [topology=linear],260,gb|AE001580.1|,cp32-8,B31,260,30885,100.0,259,259,"[(756, 1015)]","[(1, 260)]","[(1015, 756)]",99.6153846153846,wp
URI112H,contig_6 [gcode=11] [topology=linear],30638,RS01520_MM1_plsm_cp32-6_ParA_X,cp32-6,RS01520,30638,249,100.0,746,248,"[(1, 249)]","[(2661, 3407)]","[(1, 249)]",2.4348847836020626,pf32
URI112H,contig_7 [gcode=11] [topology=linear],30301,B379_cp32-2_ParA_1,cp32-2,B379,30301,251,100.0,752,250,"[(1, 251)]","[(9200, 9952)]","[(1, 251)]",2.481766278340649,pf32
URI112H,contig_8 [gcode=11] [topology=linear],28951,I21_B31_lp28-4_ParA_X,lp28-4,I21,28951,250,100.0,749,249,"[(1, 250)]","[(14654, 15403)]","[(1, 250)]",2.5871299782390937,pf32
URI112H,contig_9 [gcode=11] [topology=linear],26514,JD1_cp26_ParA_1,cp26,JD1,26514,253,100.0,758,252,"[(1, 253)]","[(18257, 19015)]","[(1, 253)]",2.8588670136531644,pf32
URI117H,contig_1 [gcode=11] [topology=linear],461794,B379_chromosome_ParA_4,chromosome,B379,461794,323,100.0,968,322,"[(1, 323)]","[(322719, 323687)]","[(1, 323)]",0.209617275235278,pf32
URI117H,contig_10 [gcode=11] [topology=linear],23290,RS07610_JD1_JD1_lp28-6_ParA_X,lp28-6,RS07610,23290,251,100.0,752,250,"[(1, 251)]","[(1142, 1894)]","[(1, 251)]",3.228853585229712,pf32
URI117H,contig_100 [gcode=11] [topology=linear],280,gb|CP001491.1|,cp32-11,94a,280,30648,98.58657243816256,279,281,"[(22749, 23030)]","[(1, 280)]","[(23030, 22749)]",99.64285714285714,wp
URI117H,contig_101 [gcode=11] [topology=linear],272,gb|CP002227.1|,cp32-5,N40,272,29615,100.0,271,271,"[(16190, 16461)]","[(1, 272)]","[(16190, 16461)]",99.63235294117648,wp
URI117H,contig_102 [gcode=11] [topology=linear],260,gb|CP001266.1|,cp32-12,156a,260,30652,99.6153846153846,259,259,"[(4369, 4628)]","[(1, 260)]","[(4369, 4628)]",99.6153846153846,wp
URI117H,contig_103 [gcode=11] [topology=linear],258,gb|CP001264.1|,cp32-3,156a,258,30280,100.0,257,257,"[(20287, 20544)]","[(1, 258)]","[(20544, 20287)]",99.6124031007752,wp
URI117H,contig_104 [gcode=11] [topology=linear],253,gb|CP001269.1|,cp32-8,156a,253,30946,100.0,252,252,"[(14201, 14453)]","[(1, 253)]","[(14201, 14453)]",99.60474308300395,wp
URI117H,contig_105 [gcode=11] [topology=linear],252,gb|CP001491.1|,cp32-11,94a,252,30648,100.0,251,251,"[(11540, 11791)]","[(1, 252)]","[(11540, 11791)]",99.6031746031746,wp
URI117H,contig_11 [gcode=11] [topology=linear],22894,B379_lp28-5_ParA_1,lp28-5,B379,22894,247,100.0,740,246,"[(1, 247)]","[(4991, 5731)]","[(1, 247)]",3.232287935703678,pf32
URI117H,contig_12 [gcode=11] [topology=linear],21320,K21_B31_lp36_ParA_X,lp36,K21,21320,249,100.0,728,242,"[(1, 243)]","[(9808, 10536)]","[(1, 243)]",3.414634146341464,pf32
URI117H,contig_13 [gcode=11] [topology=linear],21179,O32_B31_cp32-7_ParA_X,cp32-7,O32,21179,249,100.0,746,248,"[(1, 249)]","[(13509, 14255)]","[(1, 249)]",3.522357051796591,pf32
URI117H,contig_14 [gcode=11] [topology=linear],21164,RS01730_MM1_plsm_cp32-9_ParA_X,cp32-9,RS01730,21164,251,100.0,743,247,"[(1, 248)]","[(14456, 15199)]","[(1, 248)]",3.510678510678511,pf32
URI117H,contig_15 [gcode=11] [topology=linear],20991,RS00875_MM1_plsm_lp17_ParA_X,lp17,RS00875,20991,246,100.0,1450,241,"[(1, 242)]","[(37, 762), (6429, 7154)]","[(1, 242), (1, 242)]",6.907722357200704,pf32
URI117H,contig_16 [gcode=11] [topology=linear],19310,B379_cp32-2_ParA_1,cp32-2,B379,19310,251,100.0,752,250,"[(1, 251)]","[(6419, 7171)]","[(1, 251)]",3.894355256343864,pf32
URI117H,contig_17 [gcode=11] [topology=linear],9154,gb|CP001273.1|,lp28-1,156a,9154,24159,99.91214583790908,9100,4552,"[(1, 4553)]","[(4604, 9154), (1, 4551)]","[(1, 4553), (4553, 1)]",99.41009394800088,wp
URI117H,contig_18 [gcode=11] [topology=linear],8921,RS00365_JD1_JD1_lp28-1_ParA_X,lp28-1,RS00365,8921,254,100.0,761,253,"[(1, 254)]","[(4581, 5342)]","[(1, 254)]",8.530433807869073,pf32
URI117H,contig_19 [gcode=11] [topology=linear],7357,RS00880_JD1_JD1_cp32-11_ParA_X,cp32-11,RS00880,7357,252,100.0,746,248,"[(4, 252)]","[(6609, 7355)]","[(4, 252)]",10.140002718499389,pf32
URI117H,contig_2 [gcode=11] [topology=linear],434933,B379_chromosome_ParA_2,chromosome,B379,434933,380,100.0,1097,365,"[(1, 366)]","[(65212, 66309)]","[(1, 366)]",0.2522227561486482,pf32
URI117H,contig_20 [gcode=11] [topology=linear],5625,gb|CP001265.1|,lp25,156a,5625,24910,100.0,5624,5624,"[(5625, 11249)]","[(1, 5625)]","[(11249, 5625)]",99.98222222222222,wp
URI117H,contig_21 [gcode=11] [topology=linear],5311,gb|CP124079.1|,lp54,Sh-2-82,5311,53843,100.0,5310,5310,"[(48502, 53812)]","[(1, 5311)]","[(48502, 53812)]",99.98117115420824,wp
URI117H,contig_22 [gcode=11] [topology=linear],5306,S35_B31_cp32-3_ParA_X,cp32-3,S35,5306,246,100.0,695,231,"[(15, 246)]","[(2, 697)]","[(15, 246)]",13.098379193366,pf32
URI117H,contig_23 [gcode=11] [topology=linear],4967,RS00670_JD1_JD1_lp25_ParA_X,lp25,RS00670,4967,252,100.0,755,251,"[(1, 252)]","[(4048, 4803)]","[(1, 252)]",15.200322126031809,pf32
URI117H,contig_24 [gcode=11] [topology=linear],4559,gb|CP001256.1|,lp28-3,156a,4559,28770,100.0,4558,4558,"[(1056, 5614)]","[(1, 4559)]","[(1056, 5614)]",99.97806536521166,wp
URI117H,contig_25 [gcode=11] [topology=linear],4113,gb|CP094579.1|,chromosome,B379,4113,920773,100.0,3550,3550,"[(917223, 920773)]","[(563, 4113)]","[(920773, 917223)]",86.31169462679308,wp
URI117H,contig_26 [gcode=11] [topology=linear],3119,gb|CP124080.1|,chromosome,Sh-2-82,3119,907764,99.90381532542482,3118,6236,"[(434876, 437994), (438121, 441239)]","[(1, 3119)]","[(441239, 438121), (437994, 434876)]",99.96793844180829,wp
URI117H,contig_27 [gcode=11] [topology=linear],2646,gb|CP001265.1|,lp25,156a,2646,24910,99.88662131519274,2645,2643,"[(49, 2692)]","[(1, 2646)]","[(49, 2692)]",99.96220710506424,wp
URI117H,contig_28 [gcode=11] [topology=linear],2104,gb|CP094592.1|,lp28-5,B379,2104,27673,100.0,1948,974,"[(1, 975)]","[(1130, 2104), (1, 975)]","[(1, 975), (975, 1)]",92.58555133079848,wp
URI117H,contig_29 [gcode=11] [topology=linear],1937,RS01295_JD1_JD1_cp32-1+5_ParA_X,cp32-1+5,RS01295,1937,257,100.0,737,245,"[(12, 257)]","[(2, 739)]","[(12, 257)]",38.0485286525555,pf32
URI117H,contig_3 [gcode=11] [topology=linear],46454,A20_B31_lp54_ParA_X,lp54,A20,46454,250,100.0,749,249,"[(1, 250)]","[(32102, 32851)]","[(1, 250)]",1.6123476987988117,pf32
URI117H,contig_30 [gcode=11] [topology=linear],1774,gb|CP094582.1|,cp32-12,B379,1774,30796,99.9436302142052,1773,1773,"[(1995, 3768)]","[(1, 1774)]","[(1995, 3768)]",99.9436302142052,wp
URI117H,contig_31 [gcode=11] [topology=linear],1773,gb|CP001265.1|,lp25,156a,1773,24910,100.0,1772,1772,"[(22041, 23813)]","[(1, 1773)]","[(23813, 22041)]",99.9435984207558,wp
URI117H,contig_32 [gcode=11] [topology=linear],1560,gb|CP094585.1|,cp32-5,B379,1560,30637,99.87179487179488,1559,1559,"[(14426, 15985)]","[(1, 1560)]","[(15985, 14426)]",99.93589743589745,wp
URI117H,contig_33 [gcode=11] [topology=linear],1531,gb|CP094592.1|,lp28-5,B379,1531,27673,99.9346832135859,1530,1529,"[(1053, 2582)]","[(1, 1531)]","[(1053, 2582)]",99.9346832135859,wp
URI117H,contig_34 [gcode=11] [topology=linear],1284,gb|CP001265.1|,lp25,156a,1284,24910,100.0,1283,1283,"[(19381, 20664)]","[(1, 1284)]","[(19381, 20664)]",99.9221183800623,wp
URI117H,contig_35 [gcode=11] [topology=linear],1263,B379_chromosome_ParA_5,chromosome,B379,1263,262,100.0,785,261,"[(1, 262)]","[(50, 835)]","[(1, 262)]",62.15360253365005,pf32
URI117H,contig_36 [gcode=11] [topology=linear],1126,gb|CP094588.1|,cp32-9,B379,1126,21173,99.82222222222222,1124,1124,"[(1089, 2213)]","[(2, 1126)]","[(2213, 1089)]",99.82238010657194,wp
URI117H,contig_37 [gcode=11] [topology=linear],1040,gb|CP094584.1|,cp32-3,B379,1040,30263,100.0,1039,1039,"[(27672, 28711)]","[(1, 1040)]","[(28711, 27672)]",99.90384615384616,wp
URI117H,contig_38 [gcode=11] [topology=linear],1000,gb|CP002324.1|,lp28-6,JD1,1000,26981,99.1701244813278,962,481,"[(26500, 26981)]","[(519, 1000), (1, 482)]","[(26500, 26981), (26981, 26500)]",96.2,wp
URI117H,contig_39 [gcode=11] [topology=linear],988,gb|CP002308.1|,lp25,JD1,988,22827,96.22641509433964,1531,1532,"[(19222, 19766), (16130, 17118)]","[(2, 546), (1, 988)]","[(17118, 16130), (19766, 19222)]",154.95951417004048,wp
URI117H,contig_4 [gcode=11] [topology=linear],30795,297_cp32-12_ParA_X,cp32-12,297,30795,260,100.0,779,259,"[(1, 260)]","[(14049, 14828)]","[(1, 260)]",2.529631433674297,pf32
URI117H,contig_40 [gcode=11] [topology=linear],981,gb|CP124080.1|,chromosome,Sh-2-82,981,907764,100.0,980,980,"[(903740, 904720)]","[(1, 981)]","[(903740, 904720)]",99.89806320081549,wp
URI117H,contig_41 [gcode=11] [topology=linear],963,gb|CP094592.1|,lp28-5,B379,963,27673,100.0,962,962,"[(13060, 14022)]","[(1, 963)]","[(14022, 13060)]",99.89615784008308,wp
URI117H,contig_42 [gcode=11] [topology=linear],956,gb|CP001494.1|,lp36,94a,956,28234,99.52718676122932,844,422,"[(27795, 28217)]","[(1, 423), (534, 956)]","[(27795, 28217), (28217, 27795)]",88.28451882845188,wp
URI117H,contig_43 [gcode=11] [topology=linear],938,gb|CP094592.1|,lp28-5,B379,938,27673,100.0,937,937,"[(26452, 27389)]","[(1, 938)]","[(27389, 26452)]",99.89339019189764,wp
URI117H,contig_44 [gcode=11] [topology=linear],869,gb|CP094583.1|,cp32-2,B379,869,30302,100.0,868,868,"[(4150, 5018)]","[(1, 869)]","[(4150, 5018)]",99.88492520138092,wp
URI117H,contig_45 [gcode=11] [topology=linear],840,gb|CP094584.1|,cp32-3,B379,840,30263,100.0,839,839,"[(26769, 27608)]","[(1, 840)]","[(26769, 27608)]",99.88095238095238,wp
URI117H,contig_46 [gcode=11] [topology=linear],833,gb|CP094583.1|,cp32-2,B379,833,30302,100.0,832,832,"[(6686, 7518)]","[(1, 833)]","[(6686, 7518)]",99.87995198079231,wp
URI117H,contig_47 [gcode=11] [topology=linear],820,gb|CP124079.1|,lp54,Sh-2-82,820,53843,100.0,819,819,"[(46527, 47346)]","[(1, 820)]","[(46527, 47346)]",99.8780487804878,wp
URI117H,contig_48 [gcode=11] [topology=linear],820,gb|CP094588.1|,cp32-9,B379,820,21173,98.41463414634146,819,819,"[(16883, 17702)]","[(1, 820)]","[(17702, 16883)]",99.8780487804878,wp
URI117H,contig_49 [gcode=11] [topology=linear],765,gb|CP124079.1|,lp54,Sh-2-82,765,53843,100.0,764,764,"[(47583, 48347)]","[(1, 765)]","[(47583, 48347)]",99.86928104575163,wp
URI117H,contig_5 [gcode=11] [topology=linear],30496,RS01520_MM1_plsm_cp32-6_ParA_X,cp32-6,RS01520,30496,249,100.0,746,248,"[(1, 249)]","[(26499, 27245)]","[(1, 249)]",2.4462224554039875,pf32
URI117H,contig_50 [gcode=11] [topology=linear],763,gb|CP017209.1|,cp32-7,B331,763,30054,100.0,762,762,"[(23351, 24113)]","[(1, 763)]","[(23351, 24113)]",99.8689384010485,wp
URI117H,contig_51 [gcode=11] [topology=linear],753,gb|CP124080.1|,chromosome,Sh-2-82,753,907764,100.0,752,752,"[(904721, 905473)]","[(1, 753)]","[(904721, 905473)]",99.867197875166,wp
URI117H,contig_52 [gcode=11] [topology=linear],750,gb|AE000784.1|,lp28-3,B31,750,28601,100.0,749,749,"[(6455, 7204)]","[(1, 750)]","[(6455, 7204)]",99.86666666666667,wp
URI117H,contig_53 [gcode=11] [topology=linear],750,gb|CP017216.1|,lp36,B331,750,30210,99.66101694915255,588,294,"[(25417, 25711)]","[(1, 295), (456, 750)]","[(25417, 25711), (25711, 25417)]",78.4,wp
URI117H,contig_54 [gcode=11] [topology=linear],721,gb|AE001578.1|,cp32-6,B31,721,29838,99.86130374479887,720,720,"[(541, 1261)]","[(1, 721)]","[(541, 1261)]",99.86130374479887,wp
URI117H,contig_55 [gcode=11] [topology=linear],719,gb|CP019921.1|,cp32-9-4,PAbe,719,62238,98.9514348785872,1091,1809,"[(1, 374), (60613, 61331), (30307, 31025)]","[(346, 719), (1, 719)]","[(60613, 61331), (30307, 31025), (1, 374)]",151.7385257301808,wp
URI117H,contig_56 [gcode=11] [topology=linear],717,gb|CP094592.1|,lp28-5,B379,717,27673,100.0,716,716,"[(25445, 26161)]","[(1, 717)]","[(25445, 26161)]",99.860529986053,wp
URI117H,contig_57 [gcode=11] [topology=linear],703,gb|CP094588.1|,cp32-9,B379,703,21173,97.43589743589745,700,700,"[(271, 971)]","[(1, 701)]","[(971, 271)]",99.57325746799432,wp
URI117H,contig_58 [gcode=11] [topology=linear],702,gb|CP001265.1|,lp25,156a,702,24910,100.0,701,701,"[(3964, 4665)]","[(1, 702)]","[(3964, 4665)]",99.85754985754986,wp
URI117H,contig_59 [gcode=11] [topology=linear],691,gb|CP002314.1|,lp28-3,JD1,691,28797,99.27641099855282,689,344,"[(28453, 28797)]","[(1, 346), (347, 691)]","[(28797, 28453), (28453, 28797)]",99.71056439942112,wp
URI117H,contig_6 [gcode=11] [topology=linear],29526,RS07790_JD1_JD1_lp38_ParA_X,lp38,RS07790,29526,245,100.0,734,244,"[(1, 245)]","[(21059, 21793)]","[(1, 245)]",2.485944591207749,pf32
URI117H,contig_60 [gcode=11] [topology=linear],647,gb|CP124080.1|,chromosome,Sh-2-82,647,907764,99.84544049459042,646,645,"[(903094, 903739)]","[(1, 647)]","[(903094, 903739)]",99.84544049459042,wp
URI117H,contig_61 [gcode=11] [topology=linear],625,gb|CP017205.1|,cp32-11,B331,625,30176,100.0,624,624,"[(5403, 6027)]","[(1, 625)]","[(5403, 6027)]",99.84,wp
URI117H,contig_62 [gcode=11] [topology=linear],617,gb|CP001264.1|,cp32-3,156a,617,30280,100.0,616,616,"[(16477, 17093)]","[(1, 617)]","[(17093, 16477)]",99.83792544570504,wp
URI117H,contig_63 [gcode=11] [topology=linear],611,gb|CP001265.1|,lp25,156a,611,24910,100.0,610,610,"[(17029, 17639)]","[(1, 611)]","[(17029, 17639)]",99.83633387888707,wp
URI117H,contig_64 [gcode=11] [topology=linear],596,gb|CP094590.1|,lp28-3,B379,596,28768,100.0,595,595,"[(346, 941)]","[(1, 596)]","[(941, 346)]",99.83221476510067,wp
URI117H,contig_65 [gcode=11] [topology=linear],583,gb|CP001272.1|,lp28-4,156a,583,29501,100.0,582,582,"[(1091, 1673)]","[(1, 583)]","[(1673, 1091)]",99.82847341337909,wp
URI117H,contig_66 [gcode=11] [topology=linear],577,gb|CP017204.1|,cp32-3,B331,577,30192,98.78682842287697,576,576,"[(18994, 19570)]","[(1, 577)]","[(18994, 19570)]",99.8266897746967,wp
URI117H,contig_67 [gcode=11] [topology=linear],572,gb|CP094579.1|,chromosome,B379,572,920773,100.0,571,571,"[(916651, 917222)]","[(1, 572)]","[(917222, 916651)]",99.82517482517484,wp
URI117H,contig_68 [gcode=11] [topology=linear],560,gb|CP094585.1|,cp32-5,B379,560,30637,100.0,559,559,"[(29733, 30292)]","[(1, 560)]","[(30292, 29733)]",99.82142857142856,wp
URI117H,contig_69 [gcode=11] [topology=linear],547,gb|CP001260.1|,lp36,156a,547,23638,100.0,546,546,"[(355, 901)]","[(1, 547)]","[(355, 901)]",99.81718464351006,wp
URI117H,contig_7 [gcode=11] [topology=linear],27496,I21_B31_lp28-4_ParA_X,lp28-4,I21,27496,250,100.0,749,249,"[(1, 250)]","[(14653, 15402)]","[(1, 250)]",2.7240325865580446,pf32
URI117H,contig_70 [gcode=11] [topology=linear],546,gb|AE000784.1|,lp28-3,B31,546,28601,96.01366742596812,876,876,"[(5591, 6136), (8532, 8863)]","[(215, 546), (1, 546)]","[(6136, 5591), (8863, 8532)]",160.43956043956044,wp
URI117H,contig_71 [gcode=11] [topology=linear],527,gb|CP001263.1|,cp32-4,156a,527,30300,100.0,526,526,"[(7586, 8112)]","[(1, 527)]","[(7586, 8112)]",99.81024667931688,wp
URI117H,contig_72 [gcode=11] [topology=linear],525,gb|CP001492.1|,cp32-7,94a,525,30433,98.85714285714286,524,524,"[(6086, 6610)]","[(1, 525)]","[(6610, 6086)]",99.8095238095238,wp
URI117H,contig_73 [gcode=11] [topology=linear],510,gb|AE001576.1|,cp32-3,B31,510,30223,100.0,509,509,"[(13082, 13591)]","[(1, 510)]","[(13591, 13082)]",99.80392156862746,wp
URI117H,contig_74 [gcode=11] [topology=linear],463,gb|AE001575.1|,cp32-1,B31,463,30750,100.0,462,462,"[(18153, 18615)]","[(1, 463)]","[(18153, 18615)]",99.78401727861772,wp
URI117H,contig_75 [gcode=11] [topology=linear],453,gb|CP094583.1|,cp32-2,B379,453,30302,100.0,452,452,"[(8591, 9043)]","[(1, 453)]","[(8591, 9043)]",99.77924944812362,wp
URI117H,contig_76 [gcode=11] [topology=linear],434,gb|CP094584.1|,cp32-3,B379,434,30263,100.0,433,433,"[(10568, 11001)]","[(1, 434)]","[(10568, 11001)]",99.7695852534562,wp
URI117H,contig_77 [gcode=11] [topology=linear],421,gb|CP094593.1|,lp28-6,B379,421,26653,100.0,420,420,"[(411, 831)]","[(1, 421)]","[(411, 831)]",99.7624703087886,wp
URI117H,contig_78 [gcode=11] [topology=linear],416,gb|CP094593.1|,lp28-6,B379,416,26653,100.0,415,415,"[(25452, 25867)]","[(1, 416)]","[(25452, 25867)]",99.7596153846154,wp
URI117H,contig_79 [gcode=11] [topology=linear],416,gb|CP002306.1|,lp28-1,JD1,416,24354,97.23557692307692,415,830,"[(23312, 23727), (22596, 23011)]","[(1, 416)]","[(23312, 23727), (23011, 22596)]",99.7596153846154,wp
URI117H,contig_8 [gcode=11] [topology=linear],26514,JD1_cp26_ParA_1,cp26,JD1,26514,253,100.0,758,252,"[(1, 253)]","[(25594, 26352)]","[(1, 253)]",2.8588670136531644,pf32
URI117H,contig_80 [gcode=11] [topology=linear],407,gb|CP001267.1|,lp38,156a,407,30302,100.0,406,406,"[(26945, 27351)]","[(1, 407)]","[(26945, 27351)]",99.75429975429977,wp
URI117H,contig_81 [gcode=11] [topology=linear],407,gb|CP001265.1|,lp25,156a,407,24910,97.42014742014742,406,810,"[(16624, 17028), (11250, 11656)]","[(1, 407)]","[(11250, 11656), (17028, 16624)]",99.75429975429977,wp
URI117H,contig_82 [gcode=11] [topology=linear],387,gb|CP094584.1|,cp32-3,B379,387,30263,100.0,386,386,"[(17983, 18369)]","[(1, 387)]","[(18369, 17983)]",99.74160206718346,wp
URI117H,contig_83 [gcode=11] [topology=linear],381,gb|CP094588.1|,cp32-9,B379,381,21173,100.0,380,380,"[(9167, 9547)]","[(1, 381)]","[(9167, 9547)]",99.73753280839895,wp
